#_
#_
1989 #_styr
2021 #_endyr
2 #_nseas
6 6 #_months/season
2 # number of subseasons
7 #_spawning month
2 #_Nsexes
15 #_Nages
2 ##_N_areas
15 #_Nfleet #31 ##_Nsurveys
# Fleets
#type	timing	area	units	multiplier	name	num
2016 10 -4 0 1 25 0 0 0 0 0 0 0.0823045 0.164609 0.2011888 0.155464 0.0731595 0.0365798 0.0182899 0.0376468 0.0640146 0.0365798 0.0365798 0.0274348 0.0193569 0.0274348 0.001067 0.0091449 0 0.0091449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 10 -4 0 1 25 0 0 0 0 0 0 0.0138201 0.0068283 0.0143316 0.0297884 0.042838 0.062584 0.0438904 0.0245422 0.0175639 0.0313045 0.0267288 0.0449904 0.0548372 0.060247 0.0510821 0.0866894 0.0984842 0.194493 0.0934539 0.0015025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 10 -4 0 1 25 0 0 0 0 0 0 0.0218819 0.0323447 0.0243773 0.034573 0.0269248 0.02002 0.0387135 0.0348363 0.0513512 0.0446079 0.0262336 0.0235265 0.0255989 0.0267143 0.0487031 0.0538553 0.0871564 0.2549898 0.1209357 0.0026556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 10 -4 0 1 25 0 0 0 0 0 0 0.1852752 0.1389784 0.0810422 0.0231187 0.0126005 0.0059852 0.0085715 0.0114261 0.025532 0.0306175 0.0319468 0.0147041 0.0188541 0.0137696 0.0161267 0.0340665 0.074849 0.1917834 0.0795973 0.0011552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 10 -4 0 1 25 0 0 0 0 0 0 0.0654378 0.1588193 0.150371 0.1509545 0.1035646 0.043384 0.0400182 0.0535603 0.0976098 0.0721171 0.0198125 0.0180099 0.0124341 0.0056392 0.0013333 0.0012192 0.0022734 0.0022861 0.0011557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 10 -4 0 1 25 0 0 0 0 0 0 0.0626172 0.0555497 0.080029 0.0681581 0.0914966 0.14225 0.1484342 0.1066718 0.0923975 0.0532785 0.0559185 0.0235194 0.0103197 0.0045599 0.0033599 0.00024 0.00048 0.00072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2016 10 -3 0 1 25 0 0 0 0 0 0 0.0824952 0.1649904 0.201655 0.1558243 0.0733291 0.0366645 0.0183323 0.0369616 0.0641629 0.0366645 0.0366645 0.0274984 0.0186294 0.0274984 0.0002971 0.0091661 0 0.0091661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 10 -3 0 1 25 0 0 0 0 0 0 0.0148874 0.0040446 0.0083782 0.0172381 0.0217034 0.0391276 0.0232753 0.0172348 0.013126 0.0257366 0.0237777 0.048416 0.0627237 0.0695252 0.0588734 0.0999084 0.1139287 0.2267977 0.1095325 0.0017646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 10 -3 0 1 25 0 0 0 0 0 0 0.02473 0.0358385 0.0244398 0.0299554 0.0208628 0.0120118 0.0268961 0.0223326 0.031003 0.0299128 0.0173346 0.0197585 0.0259379 0.0274016 0.0543688 0.061549 0.0999007 0.2931917 0.139509 0.0030654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 10 -3 0 1 25 0 0 0 0 0 0 0.184539 0.1384655 0.0808613 0.0231189 0.0126277 0.0061308 0.0088025 0.0116835 0.0259862 0.0313131 0.0324976 0.0150142 0.0189678 0.0138696 0.0161462 0.0339908 0.0745855 0.1909978 0.0792505 0.0011514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 10 -3 0 1 25 0 0 0 0 0 0 0.0597795 0.142891 0.1424482 0.1460856 0.1059743 0.0557574 0.0521833 0.0553673 0.0920626 0.0724049 0.024866 0.019431 0.013685 0.0061414 0.0025093 0.0017976 0.0025673 0.0026463 0.0014022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 10 -3 0 1 25 0 0 0 0 0 0 0.0991912 0.0675953 0.089421 0.0607695 0.0833847 0.1394766 0.1359567 0.1059486 0.0823811 0.0475029 0.0498566 0.0209697 0.009201 0.0040656 0.0029957 0.000214 0.000428 0.0006419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 4 -2 0 1 25 0 0 0.0003057 0.0001528 0.0024108 0.0021051 0.0133604 0.0796006 0.1416994 0.1439767 0.0757154 0.0248374 0.0126996 0.0220026 0.0278594 0.0174522 0.037636 0.0728268 0.0879178 0.0901757 0.0660529 0.0392482 0.0175362 0.0227818 0.0016466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 4 -2 0 1 25 0 0 0 0.0010762 0.0010762 0 0.0021523 0.0048428 0.0335152 0.080329 0.0944731 0.184949 0.281805 0.1112307 0.0893228 0.0356676 0.0226766 0.0194481 0.0186025 0.0086094 0.0048428 0.0010762 0.0016143 0.0016143 0.0005381 0.0005381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 4 -2 0 1 25 0 0.0004558 0.0009117 0.0043304 0.0020512 0 0.0009117 0.0013675 0.0234217 0.1541516 0.2973901 0.0918635 0.1760046 0.0734826 0.0341603 0.0325649 0.0127632 0.0184343 0.0143319 0.002735 0.0018233 0.0222821 0.011369 0.0120527 0.0111411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 4 -2 0 1 25 0.0014096 0.0004699 0.0014096 0.0504998 0.0070481 0.0065783 0.0291323 0.0461594 0.1048939 0.2136582 0.083168 0.0202047 0.0140963 0.0447497 0.0211444 0.0371202 0.0981803 0.0264246 0.0250149 0.0226656 0.0415721 0.062828 0.0415721 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 4 -2 0 1 25 0 0 0 0.0006476 0.0019429 0.0077758 0.0084235 0.0244608 0.0396995 0.0711396 0.1058439 0.1063123 0.1132612 0.0919222 0.0728086 0.1092939 0.077342 0.0659999 0.0689207 0.0162145 0.0115105 0.0024308 0.0030784 0.0009714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 4 -1 0 1 25 0 0 1.47e-05 7.4e-06 0.0018658 0.0018511 0.0128914 0.0825703 0.1450509 0.138162 0.0701354 0.020443 0.0076105 0.0168071 0.0223383 0.0148382 0.0385564 0.0769949 0.0952187 0.0970771 0.0714195 0.0421334 0.0183416 0.0238433 0.001829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 4 -1 0 1 25 0 0 0 3.48e-05 3.48e-05 0 6.97e-05 0.0001568 0.0275953 0.0755039 0.1024721 0.2114424 0.3073641 0.1162698 0.0956778 0.027665 0.0139893 0.0138848 0.0072298 0.0002787 0.0001568 3.48e-05 5.23e-05 5.23e-05 1.74e-05 1.74e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 4 -1 0 1 25 0 5.09e-05 0.0001017 0.0004833 0.0002289 0 0.0001017 0.0001526 0.0248239 0.1726734 0.3330239 0.099092 0.1862172 0.0637256 0.0149172 0.0147392 0.0014243 0.0131622 0.0127044 0.0003052 0.0002035 0.0246967 0.0123738 0.0124501 0.0123483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 4 -1 0 1 25 0.0011277 0.0003759 0.0011277 0.0585823 0.0056384 0.0052625 0.0233054 0.0460184 0.0930051 0.1981981 0.0665331 0.0161634 0.0112768 0.0448907 0.0169152 0.0296956 0.1149092 0.0302309 0.0291032 0.0272237 0.0514403 0.0775363 0.0514403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 4 -1 0 1 25 0 0 0 6.92e-05 0.0002076 0.0040551 0.0041243 0.0122865 0.0284244 0.0543542 0.0999794 0.0871317 0.0782007 0.1001044 0.0916136 0.137429 0.0920979 0.0844373 0.089586 0.0194666 0.0125152 0.0018719 0.0019411 0.0001038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1989 4 1 0 1 20 0.0083857 0.0503145 0.1467505 0.1006289 0.0356394 0.0209644 0.0712788 0.129979 0.2285115 0.1719078 0.0272537 0.0083857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1989 4 1 0 2 2 0 0 0 0 0 0 0 0 0.2341957 0.2088773 0.1012738 0.0253185 0.0126592 0.0316481 0.0144284 0.0974602 0.079356 0.1154269 0.0685347 0.0036071 0.0072142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1990 4 1 0 1 1 0 0 0 0 0 0 0 0 0.125 0.625 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1991 4 1 0 1 1 0 0 0 0 0 0 0 0 0.1666667 0.8333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1991 4 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0173559 0.0531526 0.142043 0.3607744 0.1244466 0.1777809 0.0711123 0.0533343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1992 4 1 0 1 3 0 0 0 0 0 0 0.1666667 0.1666667 0 0.1666667 0 0.3333333 0.1666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1992 4 1 0 2 2 0 0 0 0 0 0 0 0 0.0094325 0.1792177 0.4244631 0.2452453 0.0660276 0.0094325 0.0018731 0.0062435 0.0162331 0.0168575 0.0168575 0.0043705 0.0018731 0.0018731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1993 4 1 0 2 7 0 0 0 0 0 0 0 0 0.0623939 0.1852633 0.1721863 0.1402249 0.1375019 0.1023924 0.0796296 0.0606161 0.0241076 0.0154107 0.012972 0.0008079 0.0032467 0 0 0.0032467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1994 4 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1995 4 1 0 1 7 0 0 0 0 0 0 0 0 0 0.2988854 0.2025078 0.2011146 0.1983281 0 0.0991641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1995 4 1 0 2 1 0 0 0 0 0 0 0 0 0.0416667 0.2395833 0.1875 0.1875 0.1145833 0.09375 0.0833333 0.0208333 0 0.0208333 0 0 0.0104167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1996 4 1 0 1 20 0 0 0 0 0 0 0 0.0694346 0.2453592 0.4213312 0.2106182 0.0439989 0.0092579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1996 4 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0.0504093 0.3301873 0.3125954 0.1097109 0.0783335 0.088441 0.0252689 0.0050538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1997 4 1 0 1 20 0 0 0 0 0 0 0 0.016595 0.1162157 0.3485454 0.3277508 0.1576523 0.016595 0.0082975 0.0041487 0.0041487 5.09e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1997 4 1 0 2 9 0 0 0 0 0 0 0 0 0 0.0018756 0.0571734 0.1674322 0.1219264 0.1102705 0.2022634 0.2227249 0.081915 0.0199916 0.00591 0.0051798 0.0016686 0.0011124 0 0.0005562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1998 4 1 0 1 42 0 0 0 0 0 0 0.0019723 0.0138061 0.0828364 0.2918998 0.4438126 0.0966425 0.0118338 0.0157784 0.0078892 0.0177507 0.0059169 0.0039446 0 0 0 0.0019723 0 0.0019723 0.0019723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1999 4 1 0 1 1 0 0 0 0 0 0 0 0 0.0833333 0.1666667 0.0833333 0.4166667 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1999 4 1 0 2 7 0 0 0 0 0 0 0 0 0 0 0.0044587 0.0374185 0.1728923 0.3155605 0.2394639 0.1210981 0.0625741 0.0195143 0.0086463 0.0037827 0.0048635 0.0054039 0.002702 0.0005404 0.0010808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2000 4 1 0 1 13 0 0 0 0 0 0 0 0 0.0378317 0.1387161 0.3783168 0.2900428 0.0487493 0.0378317 0.0378317 0.0126106 0.0054588 0 0.0126106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2000 4 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0.02 0.57 0.34 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001 4 1 0 1 38 0 0 0 0.0449333 0.059911 0.0524221 0.059911 0.0823776 0.119822 0.0979676 0.2255846 0.1060687 0.0374444 0.0084072 0.0449333 0.0149778 0.0152839 0.0074889 0.0149778 0 0 0 0 0 0.0074889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001 4 1 0 2 3 0 0 0 0 0 0 0 0 0 0 0.0174958 0.1240377 0.2137514 0.2556786 0.204731 0.0930521 0.0369947 0.0049326 0.0098652 0.0123316 0.0147979 0.0073989 0.0024663 0.0024663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2002 4 1 0 1 9 0 0.0862069 0 0 0 0.0172414 0.137931 0.1206897 0.4310345 0.0517241 0.0689655 0.0344828 0.0344828 0.0172414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2002 4 1 0 2 6 0 0 0 0 0 0 0 0 0 0 0 0.0049834 0.033884 0.0936863 0.1815275 0.2315692 0.1830002 0.1202432 0.0555865 0.0496169 0.0148891 0.0194961 0.0069105 0.004607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2003 4 1 0 1 69 0 6.85e-05 0.0001371 0.0030881 0.0038781 0.0084777 0.0301013 0.0777751 0.0980602 0.1516394 0.1491683 0.080625 0.048121 0.0721472 0.0589328 0.0614725 0.0492538 0.0396433 0.0252275 0.0108804 0.0048738 0.0024026 0.0108118 0.0120131 0 0.0012013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2003 4 1 0 2 11 0 0 0 0 0 0 0 0 0.0009519 0.0009519 0.0038075 0.0047309 0.0195059 0.0704419 0.1092202 0.0827239 0.0747616 0.0702345 0.0334557 0.0870927 0.1411222 0.1011714 0.0772479 0.0995293 0.0230509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2004 4 1 0 1 211 0 0.0004856 0.0004856 0.0013993 0.0013993 0.00238 0.0098813 0.0178776 0.0315382 0.0712524 0.1287583 0.1394482 0.1514322 0.1163728 0.0869584 0.0481006 0.0363823 0.0308137 0.0270822 0.0275199 0.0177247 0.0158589 0.0121274 0.0167918 0.0079295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2004 4 1 0 2 13 0 0 0 0 0 0 0 0 0 0 0.0010184 0.0071285 0.0641566 0.1566021 0.2383503 0.1655585 0.1153075 0.0588208 0.0624291 0.045506 0.0144284 0.0213431 0.0208068 0.0208783 0.0076657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005 4 1 0 1 60 0 0 0 0 0 0.0026025 0.0013012 0.0104099 0.0585554 0.096478 0.1809646 0.1952782 0.1288219 0.0691522 0.0702665 0.0481456 0.0455431 0.0247234 0.0091086 0.0039037 0.0117111 0.0130123 0.0156148 0.0092021 0.0052049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005 4 1 0 2 21 0 0 0 0 0 0 0 0 0 0 0 0.0021787 0.0287342 0.1182952 0.1364397 0.1652539 0.1301209 0.1281971 0.0701351 0.0586164 0.0482102 0.0365419 0.0272368 0.027504 0.0225358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006 4 1 0 1 46 0 0 0 0 0 0.0018939 0 0 0.0056818 0.0284091 0.0795455 0.1590909 0.1117424 0.092803 0.0719697 0.0643939 0.0473485 0.0549242 0.0643939 0.0359848 0.0587121 0.0284091 0.0284091 0.0359848 0.0284091 0.0018939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006 4 1 0 2 32 0 0 0 0 0 0 0 0 0 0 0 0 0.0052799 0.0192024 0.0374563 0.0480255 0.0407509 0.0440887 0.0721435 0.1100138 0.1199695 0.1193064 0.0987472 0.1534388 0.1195584 0.0120186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2007 4 1 0 1 75 0 0 0 0 0 0 0.0011633 0.0290824 0.0849789 0.2246619 0.3002761 0.1910138 0.1163296 0.0244292 0.0104988 0.0047115 0.0069798 0.0035191 0 0 0 0.0011633 0 0.0011925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2007 4 1 0 2 43 0 0 0 0 0 0 0 0 0 0 0.0013891 0.0061599 0.0258418 0.0876562 0.1460951 0.202314 0.1749907 0.0876818 0.0616676 0.0281585 0.0240887 0.0230302 0.0232744 0.042494 0.0550893 0.0100688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008 4 1 0 1 91 0 0 0 0 0.0031187 0.0010396 0.009356 0.0374759 0.118561 0.1706947 0.2476216 0.1406517 0.1105566 0.0696506 0.0397116 0.0241697 0.0062893 0.0051978 0.0031187 0.0052498 0.0021831 0.0010396 0.0010916 0.0011436 0.0010396 0.0010396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008 4 1 0 2 52 0 0 0 0 0 0 0 0 0 0 0 0.0007867 0.0510991 0.1675666 0.2414693 0.2012989 0.1150932 0.0626523 0.0463286 0.0399489 0.0304265 0.0096662 0.0089126 0.0114929 0.0111131 0.002145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009 4 1 0 1 138 0 0 0 0 0.0061374 0.0084277 0.0076494 0.0451177 0.1008936 0.1611604 0.1803063 0.110025 0.0648923 0.0778857 0.0695029 0.0420041 0.0251935 0.0167957 0.0145053 0.0183225 0.0206278 0.0114516 0.0099397 0.0053441 0.0030538 0.0007634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009 4 1 0 2 19 0 0 0 0 0 0 0 0 0 0 0 0.0029741 0.0216325 0.0601644 0.1075384 0.14081 0.1800222 0.1686801 0.1442833 0.0655024 0.054168 0.0234482 0.0095881 0.0152137 0.0059745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2010 4 1 0 1 193 0 0 0 0 0.000534 0 0.001068 0.0064414 0.0268839 0.0834195 0.1357839 0.157778 0.1341317 0.1491169 0.1052963 0.0631448 0.0438876 0.025665 0.0229783 0.0149852 0.0117645 0.0053566 0.0069418 0.0032207 0.001068 0.000534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2010 4 1 0 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0.0376975 0.1405609 0.1638765 0.1835634 0.1394607 0.0871492 0.0940861 0.0522544 0.0278684 0.0179466 0.0286323 0.0204388 0.0032326 0.0032326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2011 4 1 0 1 208 0 0 2.98e-05 0.006582 0.0125057 0.0276443 0.0157967 0.0171429 0.0449959 0.1299628 0.1523415 0.1016604 0.0909504 0.1147945 0.0912187 0.0673447 0.0330887 0.0324901 0.0231561 0.011249 0.0105311 0.0066118 0.0046074 0.003979 0.0013164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2011 4 1 0 2 23 0 0 0 0 0 0 0 0 0 0 0 0.0011624 0.0292228 0.1139844 0.1543561 0.1154037 0.102599 0.0721656 0.0742502 0.0601414 0.0524044 0.0496618 0.0554605 0.0870588 0.0295923 0.0025365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2012 4 1 0 1 158 0 0 0 0.0009484 0.0009484 0.0009484 0.0018967 0.0009484 0.0076876 0.0534104 0.1371179 0.2225206 0.1580321 0.1207439 0.1036734 0.0626925 0.0485174 0.0284508 0.0200163 0.0095843 0.0056902 0.0038438 0.0009484 0.0056902 0.0037934 0.0018967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2012 4 1 0 2 45 0 0 0 0 0 0 0 0 0 0 0 0.0015485 0.0031695 0.0259347 0.0893318 0.1425424 0.1570639 0.1549948 0.0923321 0.0703449 0.0488807 0.0533119 0.0462414 0.0758019 0.0362367 0.0022648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2013 4 1 0 1 227 0 0 0 0.0004412 0.0013275 7.9e-06 0.0062004 0.0392858 0.127981 0.1844653 0.17431 0.0825225 0.0410347 0.0436858 0.0428074 0.0392699 0.0322228 0.0282362 0.0286774 0.0251558 0.0238243 0.0211772 0.0136769 0.0291265 0.0136809 0.0008824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2013 4 1 0 2 36 0 0 0 0 0 0 0 0 0 0 0 0.0013677 0.0093917 0.0453392 0.1068573 0.1096578 0.104099 0.0789339 0.0735666 0.090909 0.0765251 0.0815433 0.071287 0.1063916 0.0421647 0.0019659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2014 4 1 0 1 391 0 0 0 0 0 0.0006897 0.0003449 0.0044839 0.0248333 0.062083 0.0969135 0.1217679 0.1804429 0.200054 0.1248716 0.0669305 0.0313907 0.0244877 0.0193134 0.0093119 0.0082795 0.0051736 0.0072427 0.0065552 0.0044853 0.0003449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2014 4 1 0 2 90 0 0 0 0 0 0 0 0 0 0.0003009 0 0.0005777 0.0196804 0.0695117 0.1307799 0.1299377 0.0863981 0.0789723 0.0872511 0.084975 0.0765495 0.062105 0.0518849 0.0764212 0.0424107 0.002244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2015 4 1 0 1 281 0 0 0 0.0004826 0.0019306 0.0014479 0 0.0038635 0.014498 0.0415403 0.0840157 0.0874128 0.1062756 0.1313478 0.1544662 0.1312967 0.0825515 0.0569665 0.0352473 0.0227031 0.0149784 0.0072467 0.008205 0.008697 0.0048265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2015 4 1 0 2 32 0 0 0 0 0 0 0 0 0 0 0 0 0.0050891 0.0312332 0.0754954 0.1371917 0.1801963 0.1720705 0.1421096 0.1049757 0.047483 0.0273254 0.0181323 0.0363067 0.0223911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2016 4 1 0 1 304 0 0 0 0.0005496 0.0010943 4.9e-06 7e-07 0.0010887 0.0065301 0.0282937 0.0571321 0.0701812 0.0451592 0.0359097 0.0690946 0.1229495 0.159943 0.1642985 0.0979295 0.0593046 0.0293775 0.0255772 0.0141517 0.0076216 0.003808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
