#_
#_
1989 #_styr
2021 #_endyr
2 #_nseas
6 6 #_months/season
2 # number of subseasons
7 #_spawning month
2 #_Nsexes
15 #_Nages
2 ##_N_areas
15 #_Nfleet #31 ##_Nsurveys
# Fleets
#type	timing	area	units	multiplier	name	num
1989 4 6 0 2 352 0 0 0 0 0 0 0.0020472 0.0130599 0.0283109 0.1533763 0.1473782 0.1540424 0.1573599 0.1220688 0.0795984 0.0627235 0.0636752 0.0113191 0.0012179 0.0011838 3.07e-05 0 0.0014734 0.0011343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1990 4 6 0 2 208 0 0 0 0 0 4.96e-05 0.0005488 0.0017357 0.0052354 0.0424074 0.1080252 0.1621969 0.1819691 0.1298623 0.0900392 0.1262609 0.0283537 0.0450963 0.0220372 0.0255225 0.0187353 5.76e-05 0.0012954 0.0105715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1991 4 6 0 1 25 0 0 0 0 0.0847458 0 0.0338983 0.3559322 0.3728814 0.1525424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1991 4 6 0 2 227 0 0 0 0.0012477 0.013248 0.015652 0.0318327 0.0559078 0.0338667 0.0553561 0.2014031 0.0956798 0.065197 0.1228971 0.0869627 0.0511014 0.0539322 0.0173914 0.0491648 0.0190703 0.0034974 0.0097245 0.0022004 0.0071877 0.0074791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1992 4 6 0 1 25 0 0 0 0 0 0 0.0769231 0.3076923 0.4615385 0.1538462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1992 4 6 0 2 233 0 0 0 0 0.0046703 0.0085623 0.0093407 0.0176129 0.0119176 0.0380378 0.0890072 0.0994308 0.1852465 0.1450963 0.0836747 0.0744214 0.051014 0.0597345 0.0620389 0.0209162 0.0180576 0.0016762 0.0067253 0.0104866 0.0023319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1993 4 6 0 2 147 0 0 0 0 0 0.0032581 0 0.0001334 0.0024465 0.0217987 0.1357691 0.1079561 0.2865825 0.153637 0.062026 0.1132634 0.0571322 0.0050502 0.0256794 0.0020739 0.0035635 0.0058366 0.0096506 0.0041427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1994 4 6 0 2 135 0 0 0 0 0.0049627 0.0110414 0.0012095 0.005383 0.039994 0.0894325 0.1216318 0.1778617 0.1929072 0.1104512 0.0934528 0.0482249 0.0298021 0.0215462 0.0245781 0.0036748 0.0048525 0.0112994 0.0050219 0.0026723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1995 4 6 0 1 25 0 0 0 0 0 0 0.0423729 0.3220339 0.4915254 0.1398305 0 0.0042373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1995 4 6 0 2 163 0 0 0 0 0 0 0.0010349 0 0.003936 0.0435388 0.2895575 0.1424144 0.0753562 0.0803392 0.1055529 0.0889187 0.0381448 0.0429671 0.035372 0.021429 0.0287348 0 0.0020993 0.0006043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1996 4 6 0 1 25 0 0 0 0 0 0 0.010989 0.1868132 0.2857143 0.467033 0 0.0274725 0.010989 0.0054945 0 0.0054945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1996 4 6 0 2 134 0 0 0 0 0 0.0005154 0.0076987 0.0119661 0.0093155 0.0487181 0.070496 0.1350529 0.1460994 0.0553094 0.0726234 0.0540676 0.2107191 0.0079496 0.0227236 0.0387917 0.0153553 0.0027177 0.0001058 0.0003433 0 0 0.0894313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1997 4 6 0 1 25 0 0 0 0 0 0 0.0182371 0.1945289 0.4559271 0.3130699 0 0.0121581 0.006079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1997 4 6 0 2 211 0 0 0 0 0 0 0 0 0.000226 0.0011294 0.00597 0.0144944 0.1102254 0.0999339 0.2785286 0.1894382 0.0811831 0.0920878 0.0044312 0.1051296 0.0079945 0.0036715 0.0040758 0.0014806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1998 4 6 0 1 25 0 0 0 0 0 0 0.0151515 0.0606061 0.1666667 0.6515152 0 0.0909091 0.0151515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1998 4 6 0 2 161 0 0 0 0 0 0 0 0 0.00071 0.0075289 0.0130799 0.0877809 0.2374913 0.2469692 0.1115929 0.0456893 0.063918 0.0191553 0.0848111 0.0124132 0.0557817 0.0109175 0.0021487 1.22e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1999 4 6 0 1 25 0 0 0 0 0 0 0.0044053 0.1189427 0.3568282 0.4537445 0 0.0572687 0.0044053 0 0 0.0044053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1999 4 6 0 2 124 0 0 0 0 0 0 0 0 0.0256508 0.0023707 0.0038658 0.0449709 0.0691867 0.1066164 0.1427703 0.1709679 0.2215107 0.055062 0.1129659 0.006706 0.0043751 0.032981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2000 4 6 0 1 25 0 0 0 0 0 0 0.0909091 0.0909091 0 0.8181818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2000 4 6 0 2 229 0 0 0 0 0 0 0 0 0.0002826 0.000627 0.0008517 0.1684025 0.1101816 0.1193769 0.0976758 0.0883637 0.1939991 0.1457193 0.021494 0.0471195 0.0029097 0.001679 0.0003442 0.0002272 0.0003211 0.000425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001 4 6 0 1 25 0 0 0 0 0 0 0 0 0.0666667 0.1833333 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001 4 6 0 2 258 0 0 0 0 0 0 0 0 0 7.4e-05 0.0001148 0.000423 0.065775 0.1877638 0.2394633 0.2373394 0.0899157 0.0462872 0.0489036 0.0189813 0.0249361 0.0167023 0.0125977 0.0107228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2002 4 6 0 1 25 0 0 0 0 0 0 0 0 0.0094044 0.0940439 0 0.3448276 0.5517241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2002 4 6 0 2 395 0 0 0 0 0 0 0 0 0 0 0.0004383 0.0014407 0.0459517 0.3529368 0.2285044 0.1110214 0.0807841 0.0925894 0.0365602 0.0217446 0.0092361 0.0042987 0.0133235 0.0009507 0.0002194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2003 4 6 0 1 25 0 0 0 0 0 0 0 0.0333333 0.0333333 0.1166667 0 0.1333333 0.6833333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2003 4 6 0 2 452 0 0 0 0 0 0 0 0 0 0 0.0001791 0.0093141 0.1038547 0.0914357 0.2912506 0.1671307 0.0830444 0.0676866 0.0407568 0.0308284 0.0397554 0.0369637 0.0125306 0.0251194 0.0001348 0 1.52e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2004 4 6 0 1 21 0 0 0 0 0 0.0003899 0 0.0062194 0.0346891 0.0287832 0.1993154 0.2656784 0.2594698 0.1911888 0.0142661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2004 4 6 0 2 97 0 0 0 0 0 0 0 0 0 0 0 4.61e-05 0.0029008 0.0704835 0.238615 0.1413726 0.0974172 0.1784599 0.1325628 0.0989051 0.0068582 0.0153054 0.005561 0.0078188 0.0036937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005 4 6 0 1 30 0 0 0 0 0 0 0.0012319 0.0048056 0.0346918 0.1111922 0.1910757 0.1900394 0.2606174 0.1976905 0.0014734 0.0071821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005 4 6 0 2 134 0 0 0 0 0 0 0 0 0 0 0.0008259 0.0017883 0.032814 0.1024427 0.1769742 0.1355353 0.0885077 0.0927583 0.1626775 0.0593411 0.0288851 0.0178793 0.0830946 0.0123368 0.0036547 0.0004846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006 4 6 0 1 24 0 0 0 0.0001396 9.45e-05 0.0003067 7.85e-05 0.0063989 0.0498645 0.0673662 0.124503 0.1993877 0.2925769 0.253203 0.0042543 7.85e-05 0 0 0 0.0017478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006 4 6 0 2 147 0 0 0 0 0 0 0 0 0 0 0 0.0033312 0.0109038 0.0914857 0.1449061 0.1468378 0.227488 0.1291656 0.1135354 0.048695 0.0683537 0.0011982 0.0053833 0.0077105 0.0009538 5.18e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2007 4 6 0 1 36 0 0 0 0.0033258 0.0080048 0.0061337 0.0111604 0.018114 0.0814655 0.150222 0.1521341 0.2157546 0.2054744 0.1324078 0.0123635 0 0.0025234 0 0.0008266 0 0 0 8.95e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2007 4 6 0 2 116 0 0 0 0 0 0 0 0 0.0209658 0.0238684 0.0053831 0.0153593 0.0789128 0.0888107 0.2224577 0.1566646 0.1109161 0.0744036 0.0465767 0.0671129 0.0077812 0.0436799 0.0098734 0.0194813 0.0077525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008 4 6 0 1 1 0 0 0 0 0 0.0012322 0.000133 0.0063125 0.0824095 0.2151354 0.1668086 0.2226458 0.1958224 0.102096 0.0029738 0.0019371 0.0017303 0 0 0.0007632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008 4 6 0 2 150 0 0 0 0 0 0 0 0 0.0101009 0.0128936 0.0011128 0.0141984 0.0170189 0.0842344 0.1367249 0.1966023 0.059828 0.1547913 0.066431 0.0439418 0.0733776 0.0373777 0.01786 0.044677 0 0.0288294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009 4 6 0 1 1 0 0 0 0.0015906 0.0030797 0.0013664 0.0023097 0.0320121 0.0605212 0.0999932 0.1665712 0.2348241 0.2442208 0.1242272 0.0266849 0.0013325 0 0 0 0 0 0 0.0001116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009 4 6 0 2 104 0 0 0 0 0 0 0 0 0.0919259 0.0449783 0 0.0918206 0.0087817 0.0037981 0.0356657 0.1517108 0.1036343 0.1489287 0.137394 0.0706555 0.0583166 0.0420189 0.0035268 0.0005015 0.0063426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2010 4 6 0 1 1 0 0 0 0 0 0.0003763 0.0166667 0.0213966 0.0080689 0.0670374 0.1321411 0.2354651 0.2466025 0.1458212 0.0464779 0.0168338 0.0389933 0.0056228 0.0002295 0.0161934 0.0006548 0.0008773 0 0.0003289 0.0002126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2010 4 6 0 2 94 0 0 0 0 0 0 0 0 0 0.001446 0.0010666 0.0007122 0.0063058 0.3825051 0.18986 0.0391976 0.170256 0.0783834 0.0348094 0.0139246 0.0068555 0.0046211 0.0025175 0.0588085 0.0087308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2011 4 6 0 1 1 0 0 0 0.0004128 0.0019789 0.0009386 0 0.0018382 0.0372906 0.0977991 0.1734667 0.2756435 0.1497383 0.2219869 0.0233044 0 0 0 0.0060724 0 0 0 0 0 0.0095297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2011 4 6 0 2 56 0 0 0 0 0 0 0 0 0 0 0 0 0.0004219 0.0015374 0.1122557 0.130674 0.1825033 0.1371547 0.1818672 0.0711548 0.0134788 0.0009689 0.0500417 0.1133449 0.0045965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2012 4 6 0 1 1 0 0 0 0.0021148 0.0002642 0.0158925 0.0133797 0.0095399 0.0308491 0.0817284 0.1253089 0.2526236 0.2177002 0.1627321 0.0793985 0 0.0038982 0 0.002198 0 0 0.000269 0.0010269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2012 4 6 0 2 96 0 0 0 0 0 0 0 0 0 6.81e-05 0 5.21e-05 0.000104 0.070525 0.1826378 0.2563498 0.2372442 0.0502279 0.1361768 0.0326321 0.0007209 0.0070221 0.0137865 0.0120392 0.0004136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2013 4 6 0 1 33 0 0 0 0 0.0060631 0 0.0019258 0.0197827 0.0585123 0.1741978 0.1203837 0.1585916 0.2154399 0.1832059 0.0410031 0.0004915 0.0067341 0.0090329 0.0023588 0 0 0.0022769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2013 4 6 0 2 42 0 0 0 0 0 0 0 0 0 0 0.0001226 0 0 0.0049195 0.1716779 0.5337227 0.1388137 0.0156138 0.0077792 0.0110374 0.10433 0.0056958 0.0027285 0.0035591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2014 4 6 0 1 26 0 0 0 0.0001762 0.0020989 0.0018771 0.0009553 0 0.0308509 0.0552921 0.1264738 0.2395615 0.2375306 0.1980646 0.0714648 0 0.0034325 0.0274809 0.001847 0.0028939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2014 4 6 0 2 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0135878 0.2087451 0.3571438 0.1769076 0.1568629 0.0292344 0.0391315 0.0036088 0.0035883 0.0103489 0.0008407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2015 4 6 0 1 22 0 0 0 0.0026723 0.0005635 0.001322 0 0.1214108 0.0139906 0.187667 0.0872293 0.223961 0.1159792 0.0962048 0.1247338 0.0085791 0.0014252 0.011162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2015 4 6 0 2 33 0 0 0 0 0 0 0 0 0 9.21e-05 0.0001843 0.0001843 0.0001843 0.0628136 0.0590289 0.2260299 0.2763805 0.1012449 0.1145012 0.1020133 0.0029397 0.0082305 0.0461726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2016 4 6 0 1 37 0 0 0 0.0011464 0.0032798 0.005858 0.0019953 0.0061336 0.0403689 0.1597335 0.2466273 0.1648896 0.1059273 0.1339556 0.0602803 0.0127231 0.0286198 0.0096747 0.0038007 0.0025522 0.0114745 0 0.0003523 0.0006071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2016 4 6 0 2 63 0 0 0 0 0.0412877 0 0 0 0 0.0006084 0.0012498 0.0008411 3.31e-05 0.0059982 0.2112925 0.2372796 0.2461754 0.1070121 0.0510805 0.0660966 0.0082402 0.0207151 0.0005251 0.0014655 9.93e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 4 6 0 1 29 0 0 0 0.0001969 0.0219664 0.0315546 0.033188 0.0578829 0.1277355 0.1928731 0.1559546 0.0613398 0.1561853 0.1052669 0.0119762 0.0167651 0.018808 0.0076701 0.0003469 0.0002083 0 8.13e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 4 6 0 2 106 0 0 0 0 0 0 0 0 0 0 0 0.0016383 0.0046336 0.0080234 0.2256961 0.2134503 0.2517776 0.1524622 0.0481622 0.0266368 0.0135651 0.0043433 0.0203215 0.0063434 0.0229463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 4 6 0 1 16 0 0 0 0.0008649 0.0035614 0.0050724 0.0188138 0.0513212 0.1445098 0.1571218 0.1629064 0.119363 0.1347042 0.1545085 0.0341917 0.0018121 0.0008305 0.0009821 0.0005388 0.0004608 0 0.0002042 0 2.62e-05 0 0.0038863 0.0043199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 4 6 0 2 61 0 0 0 0 1.57e-05 0 0 0 0 0.0006509 0 0 8.1e-06 0.0281574 0.1402791 0.2729125 0.1863182 0.120422 0.1178332 0.0402351 0.0250277 0.0226942 0.0262232 0.0047512 0.0144715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 4 6 0 1 9 0 0 0 0.0004036 0.0006671 0.0033967 0.0001064 0.0003421 0.0286616 0.0725125 0.1284053 0.2046823 0.2665526 0.270108 0.0227358 0.0008173 0.0003549 4.91e-05 0.0001023 5.32e-05 4.91e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 4 6 0 2 86 0 0 0 0 0 0 0 0 1.58e-05 0 0 0 0.0009756 0.0511697 0.3409565 0.3206982 0.1314471 0.0858564 0.0287732 0.0216505 0.0091573 0.0057496 0.000658 8.94e-05 0.0028026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 4 6 0 1 18 0 0 0 0.0002503 0.0011321 0.0014232 0.0107382 0.0280765 0.0890456 0.116539 0.152802 0.1592884 0.1949828 0.2112391 0.029866 0.0007461 0.0001888 0.0002677 7.4e-05 5.56e-05 1.49e-05 1.97e-05 0 0 0 0.0005191 0.002731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 4 6 0 2 147 0 0 0 0 4.3e-06 0 0 0 3e-06 0.0002933 0 0 0.0009369 0.0323448 0.2350015 0.2876016 0.1513421 0.1516459 0.0588062 0.0237531 0.0220321 0.0131688 0.0112265 0.003766 0.008074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 4 6 0 1 19 0 0 0 0.0003356 0.0011448 0.0021176 0.0077033 0.0268796 0.0836776 0.1183371 0.1377072 0.1644102 0.1884499 0.227362 0.0356493 0.0013588 0.0005622 0.0010132 0.0002236 0.0001516 8.02e-05 2.52e-05 0 3.38e-05 0 0.0002981 0.002479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 4 6 0 2 232 0 0 0 0 3.8e-06 0 0 0 2.6e-06 0.0001752 0 0 0.0001647 0.0199029 0.149916 0.3440544 0.1837018 0.0999777 0.0961944 0.0417185 0.0379385 0.0111449 0.0035892 8.59e-05 0.0114298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1982 10 7 0 2 39 0 0 0 0 0 0 0 0.1329624 0.24699 0.142998 0.1986549 0.0737167 0.0701647 0.0210184 0.0207399 0.0037014 0.0354018 0.0101917 4.72e-05 0 0 0.0398562 0.003557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1983 10 7 0 2 98 0 0 0 0 0 0 0 0.014763 0.1026688 0.0493014 0.0240048 0.0840764 0.2232701 0.1901844 0.0629928 0.0051218 0.0291165 0.1517135 0 0.0029657 0.0256131 0 0 0.0342078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1984 10 7 0 2 91 0 0 0 0 0 0 0 0.0054201 0.0354014 0.1113138 0.1567561 0.0688569 0.0970246 0.0901847 0.0452724 0.094357 0.0943857 0.1177686 0.0003646 0.0002846 0.0440854 0.0379438 0 0.0005803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1985 10 7 0 2 54 0 0 0 0 0 0 0 0.0605848 0.0825306 0.1603369 0.1318166 0.2072888 0.0452296 0.0368216 0.0382367 0.048565 0.0063379 0.0461275 0.0533817 0.0293182 0.0293182 0 0.023988 0 0 0.0001178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1986 10 7 0 2 267 0 0 0 0 0 0 0.0048083 0.016375 0.0755542 0.0449626 0.2448534 0.0734274 0.1331816 0.0916938 0.052441 0.0810223 0.0660324 0.009165 0.0065865 0.0073202 0.0128167 0.0285416 0.0285241 0.021267 0.0014268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1987 10 7 0 2 84 0 0 0 0 0 0 0 0.0136054 0.0120362 0.1325983 0.1527499 0.139196 0.0812442 0.1467248 0.1000536 0.1138906 0.0514988 0.0001193 0.0165836 0 0 0.0319971 5.97e-05 0.0076424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1988 10 7 0 2 103 0 0 0 0 0 0 0.0439099 0 0.2247548 0.0782536 0.0727647 0.0796464 0.0720998 0.1384233 0.2057756 0.0293348 0.0382767 0.0061236 0.0052118 0.0005788 0.0008734 0.0039646 0 0 8.1e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1989 10 7 0 2 528 0 0 0 0 0 0 0.0003613 0.0063346 0.0282979 0.0333342 0.110813 0.1246967 0.120357 0.1804703 0.0949013 0.063051 0.0419207 0.0277196 0.0142894 0.0718967 0.060078 7.7e-05 0.0173795 0.0032025 0.0007423 7.7e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1990 10 7 0 2 184 0 0 0 0 0 0 0.0171562 0.0176499 0.0280804 0.2198153 0.1363006 0.0897057 0.0742468 0.1380824 0.0402545 0.1104489 0.0405627 0.077441 0.0056967 0 0.0023978 0 0 0.0020816 0 7.94e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1991 10 7 0 2 177 0 0 0 0 0 0 0.0210562 0.075561 0.0982665 0.1047967 0.1687172 0.16612 0.0766568 0.025057 0.0323999 0.0329282 0.0429034 0.0804947 0.000308 0.0301531 0.0331347 0 0.001796 0.0093306 0.0003199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1992 10 7 0 2 238 0 0 0 0 0 0 0 0.0614647 0.0390325 0.1460358 0.2191762 0.0816234 0.1264164 0.0529597 0.0663187 0.0338309 0.0379604 0.00336 0.0033937 0.0095014 0.0177998 0.0621601 0.0012191 0.013547 0.0242002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1993 10 7 0 2 186 0 0 0 0 0 0 0.005833 0.0081863 0 0.0734453 0.1584298 0.2150704 0.0861485 0.0264022 0.0182912 0.1043483 0.0313609 0.0164112 0.0471298 0.0579233 0.0638762 0.0071811 0.0544958 0.0254667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1994 10 7 0 2 126 0 0 0 0 0 0 0.0152498 0.077104 0.1851375 0.3630352 0.1090029 0.025852 0.026144 0.0107555 0.071606 0.0405213 0.0027249 0.0071908 0.0040147 0.0422257 0.0173683 0.0010336 0 0.0010336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1995 10 7 0 2 94 0 0 0 0 0 0 0.0615201 0.1809833 0.1460047 0.0818162 0.0908517 0.0843864 0.0416484 0.0372363 0.0452293 0.096982 0.0344933 0.0013836 0.0142358 0.0577223 0.0209717 0.0045348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
